minute,team ,opposition,id,play_pos,event,x,y,outcome,secondary_outcome
34,Billingham,Leeds (A),Ath35,front row,tackle,58,27,successful,
34,Billingham,Leeds (A),Ath15,half back,kick rec,100,41,successful,
34,Billingham,Leeds (A),Ath15,half back ,kick,100,41,open play,
35,Billingham,Leeds (A),Ath7,back row,tackle,67,50,missed,
35,Billingham,Leeds (A),Ath20,back row,tackle,69,46,successful,
35,Billingham,Leeds (A),Ath2,front row,tackle,70,35,missed,
35,Billingham,Leeds (A),Ath7,back row,tackle,71,35,successful,
35,Billingham,Leeds (A),Ath24,back three,tackle,81,4,successful,
35,Billingham,Leeds (A),Ath23,back three,tackle,81,4,successful,
35,Billingham,Leeds (A),Ath20,back row,tackle,79,16,successful,
35,Billingham,Leeds (A),Ath9,half back,tackle,83,65,successful,
36,Billingham,Leeds (A),Ath2,front row,tackle,81,56,missed,
36,Billingham,Leeds (A),Ath39,second row,tackle,82,56,successful,
36,Billingham,Leeds (A),Ath1,front row,tackle,82,56,successful,
36,Billingham,Leeds (A),Ath2,front row,tackle,85,65,successful,
36,Billingham,Leeds (A),Ath8,second row,tackle,83,67,successful,
36,Billingham,Leeds (A),Ath20,back row,tackle,80,46,successful,
36,Billingham,Leeds (A),Ath29,back row,def pen con,87,30,offside,
37,Billingham,Leeds (A),Ath29,back row,turnover won,91,10,ripped,
37,Billingham,Leeds (A),Ath29,back row,carry,91,10,support carry ,
37,Billingham,Leeds (A),Ath29,back row,defender beaten,78,16,ran over,
37,Billingham,Leeds (A),Ath23,back three,carry,79,48,gls,
38,Billingham,Leeds (A),Ath15,half back,kick,66,38,open play,
38,Billingham,Leeds (A),Ath7,back row,tackle,30,18,missed,
38,Billingham,Leeds (A),Ath2,front row,tackle,30,18,missed,
38,Billingham,Leeds (A),Ath53,back three,tackle,48,19,missed,
38,Billingham,Leeds (A),Ath35,front row,tackle,55,19,missed,
39,Billingham,Leeds (A),Ath15,half back,kick,50,35,kick off,
39,Billingham,Leeds (A),Ath20,back row,tackle,26,16,dominant,
39,Billingham,Leeds (A),Ath8,second row,tackle,23,18,successful,
40,Billingham,Leeds (A),team,forwards,scrum,23,18,won,
40,Billingham,Leeds (A),Ath23,back three,carry,23,56,gls,
41,Billingham,Leeds (A),Ath24,back three,handling error,15,68,knock on,
42,Billingham,Leeds (A),Ath20,back row,def pen con,17,65,bind at scrum,
53,Billingham,Leeds (A),Ath20,back row,kick rec,78,55,successful,
53,Billingham,Leeds (A),Ath20,back row,carry,78,55,kick return,
53,Billingham,Leeds (A),Ath15,half back,kick,20,35,open play,
53,Billingham,Leeds (A),Ath15,half back,kick rec,22,5,successful,
53,Billingham,Leeds (A),Ath15,half back,carry,22,5,kick return,
53,Billingham,Leeds (A),Ath15,half back,kick,27,4,open play,
54,Billingham,Leeds (A),team,forwards,scrum,27,5,pen won,
54,Billingham,Leeds (A),Ath15,half back,kick,40,28,open play,
55,Billingham,Leeds (A),Ath20,back row,tackle,61,35,successful,
55,Billingham,Leeds (A),Ath1,front row,tackle,61,37,missed,
55,Billingham,Leeds (A),Ath9,half back,tackle,59,37,successful,
55,Billingham,Leeds (A),Ath7,back row,tackle,57,40,successful,
55,Billingham,Leeds (A),Ath13,centre,tackle,55,69,successful,
55,Billingham,Leeds (A),Ath9,half back,tackle,40,60,successful,
55,Billingham,Leeds (A),Ath29,back row,tackle,40,60,successful,
55,Billingham,Leeds (A),Ath24,back three,tackle,25,2.5,successful,
55,Billingham,Leeds (A),Ath35,front row,tackle,23,15,successful,
55,Billingham,Leeds (A),Ath39,second row,tackle,23,15,successful,
56,Billingham,Leeds (A),Ath7,back row,tackle,24,28,missed,
56,Billingham,Leeds (A),Ath9,half back,tackle,22,28,offload allowed,
56,Billingham,Leeds (A),Ath24,back three,tackle,10,30,successful,
56,Billingham,Leeds (A),Ath9,half back,tackle,10,30,successful,
56,Billingham,Leeds (A),Ath9,half back,tackle,10,31,successful,
56,Billingham,Leeds (A),Ath20,back row,tackle,10,32,successful,
56,Billingham,Leeds (A),Ath1,front row,tackle,10,35,successful,
56,Billingham,Leeds (A),Ath2,front row,tackle,10,39,successful,
56,Billingham,Leeds (A),Ath35,front row,tackle,9,40,successful,
56,Billingham,Leeds (A),Ath2,front row,tackle,9,40,successful,
56,Billingham,Leeds (A),Ath29,back row,tackle,9,41,successful,
56,Billingham,Leeds (A),Ath1,front row,tackle,9,35,successful,
56,Billingham,Leeds (A),Ath12,centre,tackle,9,14,successful,
57,Billingham,Leeds (A),Ath1,front row,tackle,10,27,successful,
57,Billingham,Leeds (A),Ath12,centre,tackle,13,38,missed,
57,Billingham,Leeds (A),Ath35,front row,tackle,13,37,successful,
57,Billingham,Leeds (A),Ath12,centre,tackle,17,51,missed,
57,Billingham,Leeds (A),Ath20,back row,tackle,17,50,successful,
57,Billingham,Leeds (A),Ath8,second row,tackle,17,50,successful,
57,Billingham,Leeds (A),Ath2,front row,tackle,19,49,missed,
57,Billingham,Leeds (A),Ath35,front row,tackle,19,48,successful,
57,Billingham,Leeds (A),Ath29,back row,turnover won,19,48,loose ball,
57,Billingham,Leeds (A),Ath39,second row,carry,17,47,support carry ,
57,Billingham,Leeds (A),Ath15,half back,kick,5,35,open play,
59,Billingham,Leeds (A),Ath35,front row,tackle,26,8,offload allowed,
59,Billingham,Leeds (A),Ath1,front row,tackle,41,14,successful,
59,Billingham,Leeds (A),Ath2,front row,tackle,41,14,successful,
59,Billingham,Leeds (A),Ath15,half back,tackle,41,25,successful,
59,Billingham,Leeds (A),Ath7,back row,tackle,41,25,successful,
59,Billingham,Leeds (A),Ath36,back row,tackle,40,36,successful,
59,Billingham,Leeds (A),Ath29,back row,tackle,35,52,missed,
59,Billingham,Leeds (A),Ath12,centre,tackle,34,51,offload allowed,
59,Billingham,Leeds (A),Ath1,front row,tackle,33,49,missed,
59,Billingham,Leeds (A),Ath39,second row,tackle,30,48,successful,
59,Billingham,Leeds (A),Ath12,centre,tackle,30,48,successful,
60,Billingham,Leeds (A),Ath7,back row,tackle,25,35,successful,
60,Billingham,Leeds (A),Ath36,back row,tackle,25,15,successful,
60,Billingham,Leeds (A),Ath35,front row,tackle,25,17,successful,
60,Billingham,Leeds (A),Ath23,back three,tackle,25,53,successful,
60,Billingham,Leeds (A),Ath12,centre,tackle,25,50,successful,
60,Billingham,Leeds (A),Ath8,second row,tackle,27,35,successful,
60,Billingham,Leeds (A),Ath2,front row,tackle,25,23,successful,
60,Billingham,Leeds (A),Ath7,back row,tackle,22,10,successful,
61,Billingham,Leeds (A),Ath29,back row,tackle,23,26,successful,
61,Billingham,Leeds (A),Ath35,front row,turnover won,23,28,loose ball,
61,Billingham,Leeds (A),Ath13,centre,kick,24,55,open play,
61,Billingham,Leeds (A),Ath13,centre,tackle,80,35,successful,
61,Billingham,Leeds (A),Ath13,centre,tackle,89,16,missed,
61,Billingham,Leeds (A),Ath53,back three,tackle,89,29,missed,
61,Billingham,Leeds (A),Ath39,second row,tackle,87,32,successful,
61,Billingham,Leeds (A),Ath23,back three,tackle,73,60,missed,
61,Billingham,Leeds (A),Ath9,half back,tackle,71,55,successful,
61,Billingham,Leeds (A),Ath12,centre,kick rec,23,57,successful,
61,Billingham,Leeds (A),Ath15,half back,kick,27,47,open play,
62,Billingham,Leeds (A),Ath15,half back,tackle,65,59,successful,
62,Billingham,Leeds (A),Ath15,half back,kick,62,56,touch kick,
63,Billingham,Leeds (A),Ath2,front row,LO Throw,85,70,successful,
63,Billingham,Leeds (A),Ath39,second row,LO catch ,85,61,successful,
64,Billingham,Leeds (A),team,forwards,def pen con,83,55,scrum,
64,Billingham,Leeds (A),Ath7,back row,tackle,82,61,successful,
64,Billingham,Leeds (A),Ath16,front row,tackle,80,56,successful,
64,Billingham,Leeds (A),Ath25,front row,tackle,80,56,successful,
66,Billingham,Leeds (A),Ath29,back row,tackle,74,56,successful,
66,Billingham,Leeds (A),Ath16,front row,tackle,73,53,successful,
66,Billingham,Leeds (A),Ath29,back row,def pen con,72,58,fighting,
68,Billingham,Leeds (A),Ath13,centre,tackle,50.5,11,successful,
68,Billingham,Leeds (A),Ath24,back three,tackle,50,5,successful,
68,Billingham,Leeds (A),Ath12,centre,tackle,50,5,successful,
68,Billingham,Leeds (A),Ath5,second row,tackle,50,18,successful,
68,Billingham,Leeds (A),Ath29,back row,tackle,50,18,successful,
68,Billingham,Leeds (A),Ath35,front row,def pen con,45,35,offside,
68,Billingham,Leeds (A),Ath35,front row,def pen con,52,55,late tackle,
68,Billingham,Leeds (A),Ath8,second row,tackle,55,60,missed,
70,Billingham,Leeds (A),team,forwards,scrum,19,55,won,
70,Billingham,Leeds (A),Ath15,half back,kick,16,37,open play,
70,Billingham,Leeds (A),Ath12,centre,tackle,63,19,missed,
70,Billingham,Leeds (A),Ath53,back three,tackle,58,20,offload allowed,
70,Billingham,Leeds (A),Ath5,second row,tackle,45,18,missed,
70,Billingham,Leeds (A),Ath24,back three,tackle,37,15,missed,
70,Billingham,Leeds (A),Ath15,half back,tackle,37,15,missed,
71,Billingham,Leeds (A),Ath15,half back ,tackle,14,6,missed,
72,Billingham,Leeds (A),Ath15,half back ,kick,50,35,kick off,
72,Billingham,Leeds (A),Ath8,second row,kick rec,68,56,successful,
72,Billingham,Leeds (A),Ath8,second row,carry,68,56,kick return,
72,Billingham,Leeds (A),Ath35,front row,carry,65,55,open play,
73,Billingham,Leeds (A),Ath29,back row,carry,60,39,open play,
73,Billingham,Leeds (A),Ath15,half back,pass ,60.5,50,error,
74,Billingham,Leeds (A),team,forwards,scrum,60,56,won,
74,Billingham,Leeds (A),Ath36,back row,carry,60,56,open play,
74,Billingham,Leeds (A),Ath35,front row,carry,55,54,gls,
74,Billingham,Leeds (A),Ath7,back row,carry,53,16,open play,
74,Billingham,Leeds (A),Ath16,front row,carry,51,18,gls,
74,Billingham,Leeds (A),Ath16,front row,defender beaten,53,18,step,
74,Billingham,Leeds (A),Ath12,centre,linebreak,54,48,open play,
74,Billingham,Leeds (A),Ath12,centre,defender beaten,60,49,ran round,
74,Billingham,Leeds (A),Ath15,half back,carry,61,35,open play,
74,Billingham,Leeds (A),Ath36,back row,carry,64,30,gls,
74,Billingham,Leeds (A),Ath36,back row,defender beaten,65,31,ran over,
75,Billingham,Leeds (A),Ath15,half back,kick,66,35,touch kick,
76,Billingham,Leeds (A),Ath16,front row,LO Throw,93,0,unsuccessful,
76,Billingham,Leeds (A),Ath7,back row,LO catch ,93,9,unsuccessful,
76,Billingham,Leeds (A),Ath36,front row,tackle,90,11,successful,
76,Billingham,Leeds (A),Ath15,half back,tackle,88,20,successful,
77,Billingham,Leeds (A),Ath16,front row,LO Throw,59,0,successful,
77,Billingham,Leeds (A),Ath7,back row,LO catch ,59,14,unsuccessful,
77,Billingham,Leeds (A),Ath22,half back,tackle,55,15,missed,
77,Billingham,Leeds (A),Ath8,second row,tackle,55,15,missed,
77,Billingham,Leeds (A),Ath15,half back,tackle,49,16,missed,
77,Billingham,Leeds (A),Ath16,front row,tackle,49,16,offload allowed,
77,Billingham,Leeds (A),Ath12,centre,tackle,44,18,offload allowed,
77,Billingham,Leeds (A),Ath8,second row,tackle,42,35,missed,
77,Billingham,Leeds (A),Ath36,back row,tackle,38,35,successful,
77,Billingham,Leeds (A),Ath5,second row,tackle,38,25,missed,
77,Billingham,Leeds (A),Ath1,front row,tackle,37,24,successful,
77,Billingham,Leeds (A),Ath5,second row,tackle,37,24,successful,
78,Billingham,Leeds (A),Ath16,front row,tackle,30,10,successful,
78,Billingham,Leeds (A),Ath29,back row,tackle,30,10,successful,
78,Billingham,Leeds (A),Ath3,front row,tackle,26,29,successful,
78,Billingham,Leeds (A),Ath7,back row,tackle,28,38,successful,
78,Billingham,Leeds (A),Ath15,half back,kick,28,38,touch kick,
79,Billingham,Leeds (A),Ath16,front row,LO Throw,45,70,successful,
79,Billingham,Leeds (A),Ath29,back row,LO catch ,45,56,successful,
79,Billingham,Leeds (A),Ath24,back three,carry,45,6,gls,
79,Billingham,Leeds (A),Ath24,back three,kick,59,5,open play,
79,Billingham,Leeds (A),Ath22,half back,tackle,90,18,successful,
79,Billingham,Leeds (A),Ath23,back three,tackle,89,17,successful,
79,Billingham,Leeds (A),Ath7,back row,tackle,89,17,successful,
79,Billingham,Leeds (A),Ath15,half back,kick rec,59,20,successful,
79,Billingham,Leeds (A),Ath15,half back,carry,59,20,kick return,
79,Billingham,Leeds (A),Ath7,back row,carry,65,33,open play,
80,Billingham,Leeds (A),Ath3,front row,carry,69,10,gls,
80,Billingham,Leeds (A),Ath3,front row,offload,69,10,successful,
80,Billingham,Leeds (A),Ath16,front row,carry,70,10,support carry ,
80,Billingham,Leeds (A),Ath16,front row,offload,70,10,successful,
80,Billingham,Leeds (A),Ath13,centre,carry,70,11,support carry ,
80,Billingham,Leeds (A),Ath15,half back,carry,66,48,open play,
80,Billingham,Leeds (A),Ath15,half back,defender beaten,75,50,step,
80,Billingham,Leeds (A),Ath16,front row,handling error,66,27,knock on,
80,Billingham,Leeds (A),Ath36,back row,tackle,45,16,missed,
80,Billingham,Leeds (A),Ath24,back three,tackle,39,17,offload allowed,
82,Billingham,Leeds (A),Ath15,half back,kick,50,35,kick off,
82,Billingham,Leeds (A),Ath3,front row,tackle,65,55,missed,
82,Billingham,Leeds (A),Ath13,centre,tackle,62,57,successful,
82,Billingham,Leeds (A),Ath36,front row,tackle,56,37,successful,
82,Billingham,Leeds (A),Ath16,front row,tackle,56,37,successful,
82,Billingham,Leeds (A),Ath29,back row,tackle,50,15,missed,
82,Billingham,Leeds (A),Ath1,front row,tackle,50,15,successful,
82,Billingham,Leeds (A),Ath36,back row,tackle,50,30,successful,
83,Billingham,Leeds (A),Ath22,half back,tackle,55,55,successful,
83,Billingham,Leeds (A),Ath20,back row,tackle,55,55,successful,
83,Billingham,Leeds (A),Ath13,centre,turnover won,55,55,forced error,
84,Billingham,Leeds (A),team,forwards,scrum,54,55,won,
84,Billingham,Leeds (A),Ath13,centre,carry,50,30,gls,
84,Billingham,Leeds (A),Ath5,second row,carry,47,55,open play,
84,Billingham,Leeds (A),Ath5,second row,offload,47,60,successful,
84,Billingham,Leeds (A),Ath8,second row,carry,49,66,gls,
84,Billingham,Leeds (A),Ath3,front row,carry,54,56,open play,
84,Billingham,Leeds (A),Ath24,back three,defender beaten,59,2.5,ran over,
84,Billingham,Leeds (A),Ath24,back three,linebreak,62,2,open play,
84,Billingham,Leeds (A),Ath20,back row,try assist,55,10,pass,
84,Billingham,Leeds (A),Ath24,back three,defender beaten,95,5,ran round,
84,Billingham,Leeds (A),Ath24,back three,try,100,11,scored,
86,Billingham,Leeds (A),Ath15,half back,conversion,78,13,successful,
86,Billingham,Leeds (A),Ath29,back row,kick rec,17,36,successful,
86,Billingham,Leeds (A),Ath29,back row,carry,17,36,kick return,
86,Billingham,Leeds (A),Ath24,back three,carry,23,2.5,gls,
86,Billingham,Leeds (A),Ath24,back three,offload,55,1,unsuccessful,
87,Billingham,Leeds (A),Ath35,front row,tackle,40,9,missed,
87,Billingham,Leeds (A),Ath36,back row,tackle,40,10,missed,
87,Billingham,Leeds (A),Ath22,half back,tackle,32,6,successful,
87,Billingham,Leeds (A),Ath22,half back,turnover won,32,6,forced error,
88,Billingham,Leeds (A),team,forwards,scrum,25,7,pen won,
88,Billingham,Leeds (A),Ath15,half back,kick,27,10,touch kick,
89,Billingham,Leeds (A),Ath16,front row,LO Throw,49,0,successful,
89,Billingham,Leeds (A),Ath8,second row,LO catch ,49,10,successful,
89,Billingham,Leeds (A),Ath15,half back,carry,35,18,open play,
89,Billingham,Leeds (A),Ath29,back row,carry,28,23,gls,
89,Billingham,Leeds (A),Ath35,front row,carry,34,18,gls,
89,Billingham,Leeds (A),Ath35,front row,defender beaten,38,19,ran round,
89,Billingham,Leeds (A),Ath35,front row,offload,45,22,successful,
89,Billingham,Leeds (A),Ath20,back row,carry,45.5,23,support carry ,
89,Billingham,Leeds (A),Ath20,back row,offload,55,22,successful,
89,Billingham,Leeds (A),Ath16,front row,linebreak,58,21,open play,
89,Billingham,Leeds (A),Ath16,front row,defender beaten,67,18,step,
89,Billingham,Leeds (A),Ath16,front row,defender beaten,68,17,step,
89,Billingham,Leeds (A),Ath8,second row,carry,65,20,open play,
89,Billingham,Leeds (A),Ath13,centre,carry,65,60,open play,
90,Billingham,Leeds (A),Ath5,second row,carry,62,50,open play,
90,Billingham,Leeds (A),Ath9,back three,linebreak,61,48,open play,
90,Billingham,Leeds (A),Ath9,back three,defender beaten,61,49,step,
90,Billingham,Leeds (A),Ath9,back three,offload,70,45,unsuccessful,
91,Billingham,Leeds (A),Ath22,half back,turnover won,72,45,loose ball,
92,Billingham,Leeds (A),Ath5,second row,carry,73,49,gls,
92,Billingham,Leeds (A),Ath29,back row,carry,74,55,gls,
92,Billingham,Leeds (A),Ath35,front row,carry,73,35,open play,
92,Billingham,Leeds (A),Ath35,front row,offload,76,34,successful,
92,Billingham,Leeds (A),Ath15,half back,carry,72,30,support carry ,
92,Billingham,Leeds (A),Ath8,second row,carry,71,31,open play,
92,Billingham,Leeds (A),Ath8,second row,defender beaten,71,31,fend,
92,Billingham,Leeds (A),Ath8,second row,offload,69,38,successful,
92,Billingham,Leeds (A),Ath23,back three,carry,72,18,support carry ,
92,Billingham,Leeds (A),Ath23,back three,offload,72,18,successful,
92,Billingham,Leeds (A),Ath12,centre,carry,71,9,support carry ,
92,Billingham,Leeds (A),Ath1,front row,carry,67,23,open play,
93,Billingham,Leeds (A),Ath8,second row,carry,70,46,open play,
93,Billingham,Leeds (A),Ath15,half back,carry,69,56,gls,
93,Billingham,Leeds (A),Ath29,back row,carry,72,61,gls,
93,Billingham,Leeds (A),Ath29,back row,defender beaten,75,64,ran over,
93,Billingham,Leeds (A),Ath20,back row,carry,71,10,gls,
93,Billingham,Leeds (A),Ath24,back three,carry,82,6,support carry ,
93,Billingham,Leeds (A),Ath24,back three,offload,93,3,successful,
93,Billingham,Leeds (A),Ath24,back three,try assist,93,3,pass,
93,Billingham,Leeds (A),Ath20,back row,linebreak,95,5.5,open play,
93,Billingham,Leeds (A),Ath20,back row,try,100,31,scored,
94,Billingham,Leeds (A),Ath15,half back,conversion,91,35,successful,
95,Billingham,Leeds (A),Ath29,back row,kick rec,0,64,successful,
95,Billingham,Leeds (A),Ath29,back row,carry,0,64,kick return,
95,Billingham,Leeds (A),Ath29,back row,defender beaten,0,64,step,
95,Billingham,Leeds (A),Ath29,back row,defender beaten,6,64,ran over,
95,Billingham,Leeds (A),Ath13,centre,carry,5,55,open play,
95,Billingham,Leeds (A),Ath35,front row,carry,5,50,gls,
95,Billingham,Leeds (A),Ath29,back row,carry,3,52,open play,
95,Billingham,Leeds (A),Ath22,half back,kick,5,55,open play,
1,Billingham,Fylde,Ath8,second row,kick rec,78,14,successful,
1,Billingham,Fylde,Ath8,second row,carry,78,14,kick return,
1,Billingham,Fylde,Ath35,front row,carry,78.5,35,gls,
1,Billingham,Fylde,Ath13,centre,carry,71,56,gls,
1,Billingham,Fylde,Ath5,second row,carry,61,55.5,gls,
1,Billingham,Fylde,Ath5,second row,defender beaten,59,54.5,ran over,
1,Billingham,Fylde,Ath15,half back,pass ,59.5,37,error,
2,Billingham,Fylde,Ath15,half back,kick,55,60,touch kick,
2,Billingham,Fylde,Ath2,front row,LO Throw,32,70,successful,
2,Billingham,Fylde,Ath7,back row,LO catch ,32,56,successful,
2,Billingham,Fylde,Ath12,centre,carry,33,45,gls,
2,Billingham,Fylde,Ath12,centre,defender beaten,33,45,fend,
2,Billingham,Fylde,Ath1,front row,handling error,27,62,knock on,
3,Billingham,Fylde,Ath15,half back,kick,24,61,touch kick,
3,Billingham,Fylde,Ath2,front row,LO Throw,12,70,successful,
3,Billingham,Fylde,Ath8,second row,LO catch ,12,64,successful,
3,Billingham,Fylde,Ath2,front row,carry,8,60,gls,
3,Billingham,Fylde,Ath12,centre,carry,10,40,open play,
3,Billingham,Fylde,Ath12,centre,offload,10,40,successful,
3,Billingham,Fylde,Ath7,back row,carry,13,42,support carry ,
3,Billingham,Fylde,Ath7,back row,offload,13,42,successful,
3,Billingham,Fylde,Ath27,back three,carry,24,20,support carry ,
3,Billingham,Fylde,Ath27,back three,defender beaten,20,18,fend,
3,Billingham,Fylde,Ath27,back three,defender beaten,20,23,step,
3,Billingham,Fylde,Ath27,back three,offload,14,25,unsuccessful,
4,Billingham,Fylde,Ath35,front row,carry,5,58,tap pen,
4,Billingham,Fylde,Ath35,front row,try,0,64,scored,
5,Billingham,Fylde,Ath15,half back,conversion,22,59,unsuccessful,
6,Billingham,Fylde,Ath8,second row,kick rec,71,10,unsuccessful,
6,Billingham,Fylde,Ath9,half back,tackle,78,2.5,successful,
6,Billingham,Fylde,Ath24,back three,tackle,78,2.5,successful,
6,Billingham,Fylde,Ath20,back row,tackle,76,20,successful,
6,Billingham,Fylde,Ath7,back row,tackle,70,41,successful,
6,Billingham,Fylde,Ath12,centre,tackle,69,60,missed,
6,Billingham,Fylde,Ath13,centre,tackle,70,59,missed,
6,Billingham,Fylde,Ath2,front row,tackle,71,56,missed,
6,Billingham,Fylde,Ath5,second row,tackle,72,54,successful,
6,Billingham,Fylde,Ath35,front row,tackle,66,24,offload allowed,
6,Billingham,Fylde,Ath8,second row,tackle,65,18,successful,
6,Billingham,Fylde,Ath2,front row,tackle,61,30,successful,
6,Billingham,Fylde,Ath15,half back,tackle,61,30,missed,
6,Billingham,Fylde,Ath7,back row,tackle,61,30,successful,
7,Billingham,Fylde,Ath36,back row,tackle,60,41,missed,
7,Billingham,Fylde,Ath2,front row,tackle,63,40,dominant,
7,Billingham,Fylde,Ath27,back three,tackle,59,61,successful,
7,Billingham,Fylde,Ath13,centre,tackle,59,61,successful,
7,Billingham,Fylde,Ath7,back row,tackle,60,56,successful,
7,Billingham,Fylde,Ath36,back row,tackle,60,56,successful,
7,Billingham,Fylde,Ath15,half back,tackle,61,11,missed,
7,Billingham,Fylde,Ath24,back three,tackle,64,12,successful,
7,Billingham,Fylde,Ath8,second row,tackle,64,12,successful,
7,Billingham,Fylde,Ath7,back row,turnover won,61,12,forced error,
7,Billingham,Fylde,Ath27,back three,carry,76,51,support carry ,
7,Billingham,Fylde,Ath36,back row,carry,67,51,gls,
7,Billingham,Fylde,Ath36,back row,defender beaten,64,50,ran over,
8,Billingham,Fylde,Ath5,second row,carry,63,32,gls,
8,Billingham,Fylde,Ath15,half back,kick,65,37,retained,
8,Billingham,Fylde,Ath2,front row,LO Throw,13,70,successful,
8,Billingham,Fylde,Ath8,second row,LO catch ,13,65,successful,
9,Billingham,Fylde,Ath35,front row,carry,16,54.5,gls,
9,Billingham,Fylde,Ath35,front row,defender beaten,16,54.5,ran over,
9,Billingham,Fylde,Ath27,back three,carry,11,40,gls,
9,Billingham,Fylde,Ath15,half back,carry,11,36,gls,
9,Billingham,Fylde,Ath7,back row,carry,11,18,open play,
9,Billingham,Fylde,Ath20,back row,carry,12,30,open play,
9,Billingham,Fylde,Ath27,back three,carry,19,59,open play,
9,Billingham,Fylde,Ath27,back three,offload,11,58,unsuccessful,
11,Billingham,Fylde,Ath20,back row,tackle,9,54.5,successful,
11,Billingham,Fylde,Ath20,back row,tackle,10,54,successful,
11,Billingham,Fylde,Ath36,back row,tackle,11,47,successful,
11,Billingham,Fylde,Ath12,centre,tackle,10,14,dominant,
11,Billingham,Fylde,Ath36,back row,tackle,8,19,successful,
12,Billingham,Fylde,Ath53,back three,kick rec,42,5,successful,
12,Billingham,Fylde,Ath53,back three,carry,42,5,kick return,
12,Billingham,Fylde,Ath53,back three,defender beaten,30,10,fend,
12,Billingham,Fylde,Ath1,front row,carry,37,21,gls,
12,Billingham,Fylde,Ath1,front row,defender beaten,35,21,ran over,
12,Billingham,Fylde,Ath8,second row,carry,28,10,gls,
12,Billingham,Fylde,Ath8,second row,defender beaten,26,9,ran over,
12,Billingham,Fylde,Ath13,centre,carry,17,9,gls,
12,Billingham,Fylde,Ath8,second row,carry,13,8,gls,
12,Billingham,Fylde,Ath8,second row,defender beaten,13,9,step,
12,Billingham,Fylde,Ath5,second row,carry,11,19,open play,
12,Billingham,Fylde,Ath35,front row,carry,14,35,open play,
12,Billingham,Fylde,Ath35,front row,defender beaten,13,35,ran over,
13,Billingham,Fylde,Ath24,back three,carry,10,53,open play,
13,Billingham,Fylde,Ath15,half back,carry,10.5,46,open play,
13,Billingham,Fylde,Ath9,half back,carry,8,49,tap pen,
13,Billingham,Fylde,Ath8,second row,carry,5,34.5,tap pen support,
13,Billingham,Fylde,Ath35,front row,carry,2.5,28,gls,
13,Billingham,Fylde,Ath35,front row,try,0,26,scored,
15,Billingham,Fylde,Ath8,second row,kick rec,65,14,successful,
15,Billingham,Fylde,Ath8,second row,carry,65,14,kick return,
15,Billingham,Fylde,Ath2,front row,carry,72,20,gls,
15,Billingham,Fylde,Ath15,half back,kick,67,38,open play,
15,Billingham,Fylde,Ath27,back three,tackle,40.5,64.5,missed,
15,Billingham,Fylde,Ath53,back three,tackle,45,69.5,missed,
16,Billingham,Fylde,Ath2,front row,LO Throw,49,70,unsuccessful,
16,Billingham,Fylde,Ath7,back row,LO catch ,49,56,unsuccessful,
17,Billingham,Fylde,team,forwards,scrum,48,55,pen con,
17,Billingham,Fylde,Ath15,half back,tackle,55,42,successful,
17,Billingham,Fylde,Ath13,centre,tackle,62,14,successful,
17,Billingham,Fylde,Ath2,front row,tackle,66,25,successful,
17,Billingham,Fylde,Ath8,second row,tackle,66,25,successful,
17,Billingham,Fylde,Ath5,second row,tackle,73,5,successful,
17,Billingham,Fylde,Ath13,centre,tackle,73,5,successful,
17,Billingham,Fylde,Ath7,back row,tackle,72,15,successful,
17,Billingham,Fylde,Ath36,back row,turnover won,73,15,jackel,
18,Billingham,Fylde,Ath15,half back,kick,59,15,touch kick,
18,Billingham,Fylde,Ath2,front row,LO Throw,41,0,unsuccessful,
18,Billingham,Fylde,Ath7,back row,LO catch ,41,14,successful,
19,Billingham,Fylde,Ath9,half back,tackle,38,16,missed,
19,Billingham,Fylde,Ath13,centre,tackle,34,48,dominant,
19,Billingham,Fylde,Ath20,back row,tackle,25,53,successful,
19,Billingham,Fylde,Ath7,half back,def pen con,26,52,off feet,
20,Billingham,Fylde,Ath8,second row,LO steal,55,65,successful,
20,Billingham,Fylde,Ath7,back row,carry,57,46,gls,
21,Billingham,Fylde,Ath12,centre,kick,57,29,open play,
21,Billingham,Fylde,Ath2,front row,tackle,31,57,successful,
21,Billingham,Fylde,Ath1,front row,tackle,31,57,dominant,
21,Billingham,Fylde,Ath36,back row,tackle,28,49,missed,
21,Billingham,Fylde,Ath7,back row,tackle,29,52,missed,
21,Billingham,Fylde,Ath12,centre,tackle,30,53,successful,
21,Billingham,Fylde,Ath8,second row,tackle,38,23,successful,
21,Billingham,Fylde,Ath8,second row,def pen con,38,23,high tackle,
21,Billingham,Fylde,Ath5,second row,tackle,39,15,successful,
21,Billingham,Fylde,Ath5,second row,def pen con,39,15,high tackle,
21,Billingham,Fylde,Ath8,second row,tackle,38,37,missed,
21,Billingham,Fylde,Ath7,back row,tackle,41,36,successful,
22,Billingham,Fylde,Ath12,centre,tackle,55,35,successful,
22,Billingham,Fylde,Ath7,back row,tackle,55,35,successful,
23,Billingham,Fylde,Ath27,back three,tackle,55.5,56,successful,
23,Billingham,Fylde,Ath27,back three,def pen con,55.5,56,high tackle,
23,Billingham,Fylde,Ath7,back row,tackle,55,48,successful,
23,Billingham,Fylde,Ath5,second row,tackle,55,48,successful,
23,Billingham,Fylde,Ath27,back three,tackle,57,49,successful,
24,Billingham,Fylde,Ath8,second row,LO steal,82,60,successful,
24,Billingham,Fylde,Ath8,second row,carry,82,60,gls,
